path,label,split,hash,all_labels
../foodsg-233\Porridge\0YES977AOOV403K2507TTYYP.jpg,Porridge,all,bf93b273685e9d1e466424fbfd9574c2,"['Porridge', 'Ban Mian', 'sliced fish soup']"
../foodsg-233\Ban Mian\XOGWJHFFRP00E1G8P50NSWR1.jpg,Ban Mian,all,bf93b273685e9d1e466424fbfd9574c2,"['Porridge', 'Ban Mian', 'sliced fish soup']"
../foodsg-233\sliced fish soup\6GC3EC4EO2BIBYB226Z1ESN7.jpg,sliced fish soup,all,bf93b273685e9d1e466424fbfd9574c2,"['Porridge', 'Ban Mian', 'sliced fish soup']"
../foodsg-233\whole grain bread\N8KCZFPTIMD2Z3N7NJXKXMM0.jpg,whole grain bread,all,bf9d2b40f54faa8d9f888137d0c1a4d5,"['whole grain bread', 'whole wheat']"
../foodsg-233\whole wheat\TATUM7HV97N8YKB15KWSPAOV.jpg,whole wheat,all,bf9d2b40f54faa8d9f888137d0c1a4d5,"['whole grain bread', 'whole wheat']"
../foodsg-233\Laksa\OSHFRQ7TH09QNJ4DFN5VGEI6.jpg,Laksa,all,bfdfaeb9a4f0c8610927cd1d245db98d,"['Laksa', 'Bee hoon, soto']"
"../foodsg-233\Bee hoon, soto\PRYDXQVI3UCQBW0GOUCK7BCF.jpg","Bee hoon, soto",all,bfdfaeb9a4f0c8610927cd1d245db98d,"['Laksa', 'Bee hoon, soto']"
../foodsg-233\sliced fish soup\S0MRD0CMT12ASZVHFIJY56LM.jpg,sliced fish soup,all,bfe3e0908754c103413e6f2c8a12dc28,"['sliced fish soup', 'bee hoon']"
../foodsg-233\bee hoon\3ZXTFRCXTBGM1FLP92EEWIIG.jpg,bee hoon,all,bfe3e0908754c103413e6f2c8a12dc28,"['sliced fish soup', 'bee hoon']"
../foodsg-233\lontong\4GDZNU5XDYT2V7UJLOKJLV7X.jpg,lontong,all,bfed298143395e295a2d807a56ca828b,"['lontong', 'Lontong with sayur lodeh']"
../foodsg-233\Lontong with sayur lodeh\EVRW7XSA6MUFTZB3H0JQ75JZ.jpg,Lontong with sayur lodeh,all,bfed298143395e295a2d807a56ca828b,"['lontong', 'Lontong with sayur lodeh']"
../foodsg-233\Laksa\TPLBNDM4I40O8NYF8CD14X85.jpg,Laksa,all,bff7ccfc21272a2541d9bdb40c699a47,"['Laksa', 'yong tau foo']"
../foodsg-233\yong tau foo\B3FKEBNSQJZCWEX4NA3J7ZF1.jpg,yong tau foo,all,bff7ccfc21272a2541d9bdb40c699a47,"['Laksa', 'yong tau foo']"
../foodsg-233\honeydew\TVR13FVU8Y68Z8CLUUTDPY8M.jpg,honeydew,all,c033cf4b600fdf2cf8df882e504ae301,"['honeydew', 'rock melon']"
../foodsg-233\rock melon\9N34L749033DF1F76N2GB76T.jpg,rock melon,all,c033cf4b600fdf2cf8df882e504ae301,"['honeydew', 'rock melon']"
../foodsg-233\drunken prawn\YIXTUC356PTY2JQIRTZGTRR8.jpg,drunken prawn,all,c0b0cf454c52455dd773285293722f77,"['drunken prawn', 'mixed vegetables']"
../foodsg-233\mixed vegetables\CR5599K8XJBLPPI1KG462L0P.jpg,mixed vegetables,all,c0b0cf454c52455dd773285293722f77,"['drunken prawn', 'mixed vegetables']"
../foodsg-233\Soto ayam\OUU407BZOJAAGXEXKOV9E88A.jpg,Soto ayam,all,c0fe8bdaeb9cdb205628f79fba9b295e,"['Soto ayam', 'Mee soto']"
../foodsg-233\Mee soto\PP0JO0NOISZ6B1RHM1H24DUL.jpg,Mee soto,all,c0fe8bdaeb9cdb205628f79fba9b295e,"['Soto ayam', 'Mee soto']"
../foodsg-233\cooked white rice\58CJC8ISABM1JTB1N2PHZUEI.jpg,cooked white rice,all,c13836e7b3c0e7783497c53390e0325c,"['cooked white rice', 'cooked brown rice']"
../foodsg-233\cooked brown rice\SMYBSY1OM5BNCNINBXL91W9N.jpg,cooked brown rice,all,c13836e7b3c0e7783497c53390e0325c,"['cooked white rice', 'cooked brown rice']"
../foodsg-233\whole wheat\QV7QJN9N9ZLCMWXN1E2LV1R9.jpg,whole wheat,all,c16429c758fe1aa9c812266871d6b714,"['whole wheat', 'whole grain bread']"
../foodsg-233\whole grain bread\WOB3MFBD27WQKLL4H6KLO65S.jpg,whole grain bread,all,c16429c758fe1aa9c812266871d6b714,"['whole wheat', 'whole grain bread']"
../foodsg-233\Kway Teow\3C684VSFN43GV35403UCVDZR.jpg,Kway Teow,all,c1c2d3f67b0bd5c1b59098b44bf4137b,"['Kway Teow', 'chai tow kuay']"
../foodsg-233\chai tow kuay\P56AW468S4WCOH01SRT176GN.jpg,chai tow kuay,all,c1c2d3f67b0bd5c1b59098b44bf4137b,"['Kway Teow', 'chai tow kuay']"
../foodsg-233\black pepper crab\TYC2TL87OMQXM5RZ8WV149ZD.jpg,black pepper crab,all,c1f55680c419099c94c9158ea4e3a2b4,"['black pepper crab', 'chilli crab']"
../foodsg-233\chilli crab\67YSRN9YZ181NJJGADHB9QV8.jpg,chilli crab,all,c1f55680c419099c94c9158ea4e3a2b4,"['black pepper crab', 'chilli crab']"
../foodsg-233\Fried Noodles\QBHKN1NV7WZ6QL7VX9XRAQB2.jpg,Fried Noodles,all,c20eac9b28f43966161622d09b021b94,"['Fried Noodles', 'Mee goreng']"
../foodsg-233\Mee goreng\53YAFCKDZ5F32K1IQ8WOCYXA.jpg,Mee goreng,all,c20eac9b28f43966161622d09b021b94,"['Fried Noodles', 'Mee goreng']"
../foodsg-233\Mee soto\M9WM497GRNE6PNB20F89XVEW.jpg,Mee soto,all,c223d58ae5ba46f188730f3703818b0f,"['Mee soto', 'Soto ayam']"
../foodsg-233\Soto ayam\V9T5JGR8YEEENQGYMFXKER7Z.jpg,Soto ayam,all,c223d58ae5ba46f188730f3703818b0f,"['Mee soto', 'Soto ayam']"
../foodsg-233\breakfast cereal\I9KU33LP8JE0LINT51FKC13Y.jpg,breakfast cereal,all,c248f1d83cdfbd251467d6d3a7250894,"['breakfast cereal', 'whole oats']"
../foodsg-233\whole oats\DQFZ739U9CM3HN5IPBUPLMVG.jpg,whole oats,all,c248f1d83cdfbd251467d6d3a7250894,"['breakfast cereal', 'whole oats']"
../foodsg-233\Prawn Noodle\LQODJ5UGVXCPAOVB5OGYX7IB.jpg,Prawn Noodle,all,c286d5d2917a3dc2b4f40f3b694c8637,"['Prawn Noodle', 'Seafood Noodles Soup']"
../foodsg-233\Seafood Noodles Soup\ZDYDTJSCEXTFHAOTGFQAI9LY.jpg,Seafood Noodles Soup,all,c286d5d2917a3dc2b4f40f3b694c8637,"['Prawn Noodle', 'Seafood Noodles Soup']"
../foodsg-233\Soto ayam\O6LBQ6VXSSN5O4R565XTXI4V.jpg,Soto ayam,all,c2a0ebb2951b216e19d171ea540ae4a8,"['Soto ayam', 'Mee soto']"
../foodsg-233\Mee soto\ZHNI5OWNCMRMYJU81T80IEP5.jpg,Mee soto,all,c2a0ebb2951b216e19d171ea540ae4a8,"['Soto ayam', 'Mee soto']"
"../foodsg-233\Mee siam, fried\HE9MCSQHHCOZY20DLRTKE72K.jpg","Mee siam, fried",all,c2c5191a10c9a7bcc59ab15e4887c733,"['Mee siam, fried', 'Bee hoon, goreng']"
"../foodsg-233\Bee hoon, goreng\7SMNEX4TPN0OSI91B4R6ZUU8.jpg","Bee hoon, goreng",all,c2c5191a10c9a7bcc59ab15e4887c733,"['Mee siam, fried', 'Bee hoon, goreng']"
../foodsg-233\Fried Noodles\HUXOSDBIV8SQ7ZZZO7EACZ77.jpg,Fried Noodles,all,c2d3e188d7dff052dd734a399997fd7e,"['Fried Noodles', 'Bee hoon, soto', 'bee hoon', 'Bee hoon, goreng']"
"../foodsg-233\Bee hoon, soto\TFA3A20OKPJY33FHI63WC6O4.jpg","Bee hoon, soto",all,c2d3e188d7dff052dd734a399997fd7e,"['Fried Noodles', 'Bee hoon, soto', 'bee hoon', 'Bee hoon, goreng']"
../foodsg-233\bee hoon\7KG0IKKRPVX1AVQ2MZOOVPFN.jpg,bee hoon,all,c2d3e188d7dff052dd734a399997fd7e,"['Fried Noodles', 'Bee hoon, soto', 'bee hoon', 'Bee hoon, goreng']"
"../foodsg-233\Bee hoon, goreng\PWHX70T03JJPLEJ6O693L6T6.jpg","Bee hoon, goreng",all,c2d3e188d7dff052dd734a399997fd7e,"['Fried Noodles', 'Bee hoon, soto', 'bee hoon', 'Bee hoon, goreng']"
../foodsg-233\chicken soup\D14ZQ7AZLIZ7NTWHCG897B8B.jpg,chicken soup,all,c2e5130ad3f7aed2e7c04b80dd370bc8,"['chicken soup', 'vegetable soup']"
../foodsg-233\vegetable soup\KNGLXM9A01AZSSK74T9W2DAB.jpg,vegetable soup,all,c2e5130ad3f7aed2e7c04b80dd370bc8,"['chicken soup', 'vegetable soup']"
../foodsg-233\vegetable soup\DWZ35CBVNGFQMSXRM4R7MROM.jpg,vegetable soup,all,c2f6c75cb53c9ed75b30e79633965340,"['vegetable soup', 'mushroom soup']"
../foodsg-233\mushroom soup\5R0ERN7YPWMZFNT2UDOH0ZDH.jpg,mushroom soup,all,c2f6c75cb53c9ed75b30e79633965340,"['vegetable soup', 'mushroom soup']"
../foodsg-233\pineapple tarts\3LFIGP2P67V2L7RVIWLEXKA4.jpg,pineapple tarts,all,c314e6526937d44439a4a522705c2857,"['pineapple tarts', 'pineapple']"
../foodsg-233\pineapple\LN1G2KX023GV3EZT4P54S6G8.jpg,pineapple,all,c314e6526937d44439a4a522705c2857,"['pineapple tarts', 'pineapple']"
../foodsg-233\sliced fish soup\NBGISEG05WVL0BFCM6EFW9PF.jpg,sliced fish soup,all,c3477bb5013315b8ddd3be4feafc67f4,"['sliced fish soup', 'Seafood Noodles Soup']"
../foodsg-233\Seafood Noodles Soup\IL62WF84W9B0P7K49OO5GLV6.jpg,Seafood Noodles Soup,all,c3477bb5013315b8ddd3be4feafc67f4,"['sliced fish soup', 'Seafood Noodles Soup']"
"../foodsg-233\Bee hoon, goreng\YGBDFXVALT42MCNYWJAME8GV.jpg","Bee hoon, goreng",all,c35019e516441df86086c480e0c2f0cf,"['Bee hoon, goreng', 'Bee hoon, soto', 'bee hoon']"
"../foodsg-233\Bee hoon, soto\QBXEDH7OQULHDWNCCZGO1R21.jpg","Bee hoon, soto",all,c35019e516441df86086c480e0c2f0cf,"['Bee hoon, goreng', 'Bee hoon, soto', 'bee hoon']"
../foodsg-233\bee hoon\XBESN9NNRG33OVJ07O6QYOII.jpg,bee hoon,all,c35019e516441df86086c480e0c2f0cf,"['Bee hoon, goreng', 'Bee hoon, soto', 'bee hoon']"
../foodsg-233\whole grain bread\YYE8S5R20562FO0JZ16ICRZ7.jpg,whole grain bread,all,c36837267b7fa608de48d3cdaa081758,"['whole grain bread', 'whole wheat']"
../foodsg-233\whole wheat\6T91DRVRC01CGG7C9PLM5RM0.jpg,whole wheat,all,c36837267b7fa608de48d3cdaa081758,"['whole grain bread', 'whole wheat']"
"../foodsg-233\Bee hoon, goreng\2WJCL7DLMYYC3FTJA1B3FT86.jpg","Bee hoon, goreng",all,c37a0d91f54c64a7f89b7a35b79f3a66,"['Bee hoon, goreng', 'bee hoon']"
../foodsg-233\bee hoon\UA7Z8ED6P58Z7GQ6BYA79WR1.jpg,bee hoon,all,c37a0d91f54c64a7f89b7a35b79f3a66,"['Bee hoon, goreng', 'bee hoon']"
../foodsg-233\Soto ayam\BZIA3BHAQFOP6PBU5GOP7AIH.jpg,Soto ayam,all,c38c0e970ddc007de565411acbed9c10,"['Soto ayam', 'Mee soto']"
../foodsg-233\Mee soto\KH8W1YIPZRGBJZQKC8XSF14G.jpg,Mee soto,all,c38c0e970ddc007de565411acbed9c10,"['Soto ayam', 'Mee soto']"
"../foodsg-233\Bee hoon, soto\FCOXW8P3IN881QT8V000KMU9.jpg","Bee hoon, soto",all,c3c107f1fdf6f7c94a334b8cb8f38bcc,"['Bee hoon, soto', 'Mee rebus']"
../foodsg-233\Mee rebus\WHH20YL0ZULGJXPD53H7V8QN.jpg,Mee rebus,all,c3c107f1fdf6f7c94a334b8cb8f38bcc,"['Bee hoon, soto', 'Mee rebus']"
../foodsg-233\popiah\LPN2YXIXE501H0D4EF7QOD8T.jpg,popiah,all,c3e6ee7761bcdda82fe0713ad46b7f7a,"['popiah', 'spring rolls']"
../foodsg-233\spring rolls\2OLUHCJQ3C2WZKQ5AKFKQQS9.jpg,spring rolls,all,c3e6ee7761bcdda82fe0713ad46b7f7a,"['popiah', 'spring rolls']"
../foodsg-233\Pomelo\A0PRM6WJR4L18BD8WDNR7WS8.jpg,Pomelo,all,c3ea65ecc8603501d676e8e2f88ce251,"['Pomelo', 'Grapefruit']"
../foodsg-233\Grapefruit\EJ1PSVA4QP4DSD1ZU9Y9TC8V.jpg,Grapefruit,all,c3ea65ecc8603501d676e8e2f88ce251,"['Pomelo', 'Grapefruit']"
../foodsg-233\Mee goreng\2YISTMFW3XF3HC3Z8FKH2IVX.jpg,Mee goreng,all,c3eb6039c6baceaa620b2961e2831abb,"['Mee goreng', 'Fried Noodles']"
../foodsg-233\Fried Noodles\BNO8OV4LCBEZG2CNI6MLALT8.jpg,Fried Noodles,all,c3eb6039c6baceaa620b2961e2831abb,"['Mee goreng', 'Fried Noodles']"
"../foodsg-233\Bee hoon, soto\QMHYXBC1BR5BUG5VGCJF5CXP.jpg","Bee hoon, soto",all,c4305e0cadcb982919594b720ec31459,"['Bee hoon, soto', 'bee hoon']"
../foodsg-233\bee hoon\DZL8BVZO4WDZKNZX0770DU0I.jpg,bee hoon,all,c4305e0cadcb982919594b720ec31459,"['Bee hoon, soto', 'bee hoon']"
../foodsg-233\mixed vegetables\DJWNYC0H3JVWOIEV1XEHVFMU.jpg,mixed vegetables,all,c4433781154e8f7cf50239e014b0da0d,"['mixed vegetables', 'mushroom soup']"
../foodsg-233\mushroom soup\I5FOL7NTFLJQ1ITL467B7JUJ.jpg,mushroom soup,all,c4433781154e8f7cf50239e014b0da0d,"['mixed vegetables', 'mushroom soup']"
../foodsg-233\chicken masala\UG3AMTZG38X250W9ZD4QDBFL.jpg,chicken masala,all,c447583ecf4f730912594a5cc8409327,"['chicken masala', 'tandoori chicken']"
../foodsg-233\tandoori chicken\JW1URIJQU5GZ4TIELWONN52F.jpg,tandoori chicken,all,c447583ecf4f730912594a5cc8409327,"['chicken masala', 'tandoori chicken']"
../foodsg-233\drunken prawn\U76AA8KXW9MP17R3OPWUUHFG.jpg,drunken prawn,all,c45a5368068c6fd83e24b6db4364c480,"['drunken prawn', 'fried prawn']"
../foodsg-233\fried prawn\YNLE8ID986NGIHJBA5PAMTA4.jpg,fried prawn,all,c45a5368068c6fd83e24b6db4364c480,"['drunken prawn', 'fried prawn']"
"../foodsg-233\Bee hoon, goreng\CCHWGH845AP34I93QPA7DWUD.jpg","Bee hoon, goreng",all,c46561c0ab3886c757e339973ef7cc38,"['Bee hoon, goreng', 'Mee siam, fried', 'Fried Noodles']"
"../foodsg-233\Mee siam, fried\LAK9901PBIJL8VRLLD5Q5JV1.jpg","Mee siam, fried",all,c46561c0ab3886c757e339973ef7cc38,"['Bee hoon, goreng', 'Mee siam, fried', 'Fried Noodles']"
../foodsg-233\Fried Noodles\59GSJZQ0EYHE3YZCAFVCVGNH.jpg,Fried Noodles,all,c46561c0ab3886c757e339973ef7cc38,"['Bee hoon, goreng', 'Mee siam, fried', 'Fried Noodles']"
../foodsg-233\steamed buns\CSS2I7LXQQSXBFLC6DOX3DV6.jpg,steamed buns,all,c49e7bef5b843c0cb9ef1e708f050db4,"['steamed buns', 'char siew pau']"
../foodsg-233\char siew pau\NXS0A3EC24M9Y4F83F9DIHPT.jpg,char siew pau,all,c49e7bef5b843c0cb9ef1e708f050db4,"['steamed buns', 'char siew pau']"
../foodsg-233\whole wheat\ZPFU5AKVODTNXYKDXRGJZS58.jpg,whole wheat,all,c4a5624dc1c1cd2df7a3b98bd13aa388,"['whole wheat', 'whole grain bread']"
../foodsg-233\whole grain bread\E39TJGB2P1D9S0B9WP5EY0CR.jpg,whole grain bread,all,c4a5624dc1c1cd2df7a3b98bd13aa388,"['whole wheat', 'whole grain bread']"
../foodsg-233\whole grain bread\57NFLW2M4SJE4XWNBO3OI4E7.jpg,whole grain bread,all,c4a58f9d5589b5a77dd1a8c1c88902a4,"['whole grain bread', 'whole wheat']"
../foodsg-233\whole wheat\HJSZ2P75JJ23EEWC7N1ET4DF.jpg,whole wheat,all,c4a58f9d5589b5a77dd1a8c1c88902a4,"['whole grain bread', 'whole wheat']"
../foodsg-233\whole grain bread\SYFARX670JDXX9SQ7F6DHE8R.jpg,whole grain bread,all,c4d540af5ee317adfe0aa3a827853355,"['whole grain bread', 'whole wheat']"
../foodsg-233\whole wheat\Q2CPMISRNSMLFHNR3ARPPQ5S.jpg,whole wheat,all,c4d540af5ee317adfe0aa3a827853355,"['whole grain bread', 'whole wheat']"
../foodsg-233\rock melon\A7Y6BE11V6EDPCEVG4LAPOGA.jpg,rock melon,all,c4fe9cbe3b2349391a33554bade1ef0f,"['rock melon', 'honeydew']"
../foodsg-233\honeydew\HAX8DAWPCUMXU6XGRHFQKSQX.jpg,honeydew,all,c4fe9cbe3b2349391a33554bade1ef0f,"['rock melon', 'honeydew']"
../foodsg-233\Udon\L4ST4K0537MBWIBWMK0T9Z8V.jpg,Udon,all,c52639984b0ca26c08abbef344587fd9,"['Udon', 'Mee goreng']"
../foodsg-233\Mee goreng\UC44Q1GXLYMOKKSJD86IFI8Z.jpg,Mee goreng,all,c52639984b0ca26c08abbef344587fd9,"['Udon', 'Mee goreng']"
../foodsg-233\Soto ayam\D17120QO8J5BK14EJNCA8907.jpg,Soto ayam,all,c54062e910e1f09b43b5f4bfdc39f5d0,"['Soto ayam', 'Mee soto']"
../foodsg-233\Mee soto\NBC6NLTGCOBW02ATA07YYT8C.jpg,Mee soto,all,c54062e910e1f09b43b5f4bfdc39f5d0,"['Soto ayam', 'Mee soto']"
../foodsg-233\chicken rice\20RAITKX80OX3KXP5CCFE0T8.jpg,chicken rice,all,c5bbd580dcd55c852dbc57367e51b72e,"['chicken rice', 'Rice, korean bulgogi beef']"
"../foodsg-233\Rice, korean bulgogi beef\3ASLH477UF4PB80R11NNPKJQ.jpg","Rice, korean bulgogi beef",all,c5bbd580dcd55c852dbc57367e51b72e,"['chicken rice', 'Rice, korean bulgogi beef']"
../foodsg-233\Mee rebus\ABLMPZ7J9ALI6LQATFT9F525.jpg,Mee rebus,all,c5e15a5f9bc6572e3da23cfad7c22007,"['Mee rebus', 'Mee bandung']"
../foodsg-233\Mee bandung\5DAFGRX8APG1BYVW4XBH77NZ.jpg,Mee bandung,all,c5e15a5f9bc6572e3da23cfad7c22007,"['Mee rebus', 'Mee bandung']"
../foodsg-233\Fruit juice\GPRL3TJBLUC8SRCWA8K8CFNS.jpg,Fruit juice,all,c5f9ff44c7d8d724d673e76bd5e81fbe,"['Fruit juice', 'honeydew']"
../foodsg-233\honeydew\RRNIVE3GSGDK393GDEZSXH1L.jpg,honeydew,all,c5f9ff44c7d8d724d673e76bd5e81fbe,"['Fruit juice', 'honeydew']"
"../foodsg-233\Mee siam, fried\CFSOLPNI88K8KPDT441QPMJC.jpg","Mee siam, fried",all,c62462fc0e0c536ee92744fe4e033d53,"['Mee siam, fried', 'Bee hoon, goreng']"
"../foodsg-233\Bee hoon, goreng\6JB74OS00H8SER2O3DX477YI.jpg","Bee hoon, goreng",all,c62462fc0e0c536ee92744fe4e033d53,"['Mee siam, fried', 'Bee hoon, goreng']"
../foodsg-233\whole grain bread\VAM882WILT4E2J4CD5ALUHH8.jpg,whole grain bread,all,c6346edc6d783010c492d0bf873ea598,"['whole grain bread', 'whole wheat']"
../foodsg-233\whole wheat\U9BJIKRS7KCIEYBB1KLWNZ1C.jpg,whole wheat,all,c6346edc6d783010c492d0bf873ea598,"['whole grain bread', 'whole wheat']"
../foodsg-233\Mee soto\4FGODQPX64RSVHAEJHJK6YTX.jpg,Mee soto,all,c63973418f770a9006a60658fcca304f,"['Mee soto', 'Soto ayam']"
../foodsg-233\Soto ayam\CKN4TZIEZV3S91SBYRX9DXEU.jpg,Soto ayam,all,c63973418f770a9006a60658fcca304f,"['Mee soto', 'Soto ayam']"
"../foodsg-233\Don, unagi\LGOHSSV5IFHOK88BHDVH2VE0.jpg","Don, unagi",all,c64928f418f81e22ac353d39f61f06da,"['Don, unagi', 'Don, chicken teriyaki']"
"../foodsg-233\Don, chicken teriyaki\GD71YDXKGOY3AVDSTR1J370V.jpg","Don, chicken teriyaki",all,c64928f418f81e22ac353d39f61f06da,"['Don, unagi', 'Don, chicken teriyaki']"
../foodsg-233\Soto ayam\6M67L9B69YXOMJ1C7YH3D40Z.jpg,Soto ayam,all,c6ad9824de03b9438598de7811d9f15e,"['Soto ayam', 'Mee soto']"
../foodsg-233\Mee soto\S0CGH5HFPJ6NCX3WY6ES8PCS.jpg,Mee soto,all,c6ad9824de03b9438598de7811d9f15e,"['Soto ayam', 'Mee soto']"
../foodsg-233\whole wheat\IS1YKJK91PI7OW8V5RE95GJ0.jpg,whole wheat,all,c6b266e60741ab1676212a2e530003be,"['whole wheat', 'whole grain bread']"
../foodsg-233\whole grain bread\4SZ7PM1JIR3AENB7LPKMHILI.jpg,whole grain bread,all,c6b266e60741ab1676212a2e530003be,"['whole wheat', 'whole grain bread']"
../foodsg-233\Seafood Noodles Soup\M46A76AD12G6K6QKTULV08DB.jpg,Seafood Noodles Soup,all,c6f39b4e6f1362201c2ef10add7702dc,"['Seafood Noodles Soup', 'Bee hoon, soto']"
"../foodsg-233\Bee hoon, soto\EYBNXJVYW55OYEPRA5YI9OUH.jpg","Bee hoon, soto",all,c6f39b4e6f1362201c2ef10add7702dc,"['Seafood Noodles Soup', 'Bee hoon, soto']"
../foodsg-233\Soto ayam\3XP5EHIOYGXZH06ADVA50XNM.jpg,Soto ayam,all,c70610e465e79af1cb1575856776eb15,"['Soto ayam', 'Mee soto']"
../foodsg-233\Mee soto\B2RUPF4MAQ1CSTOUFSTWNZMB.jpg,Mee soto,all,c70610e465e79af1cb1575856776eb15,"['Soto ayam', 'Mee soto']"
../foodsg-233\Dumpling noodle soup\DA0WUNIIDYD6EVSYWGOFC06I.jpg,Dumpling noodle soup,all,c72e16958723d38edbae1962cca725cd,"['Dumpling noodle soup', 'beef noodle soup']"
../foodsg-233\beef noodle soup\5QLOFIHFJ272RU0G3NDE3D3Z.jpg,beef noodle soup,all,c72e16958723d38edbae1962cca725cd,"['Dumpling noodle soup', 'beef noodle soup']"
"../foodsg-233\Bee hoon, soto\RJPQTHMZ7EK4XB2DOB5FSNJ9.jpg","Bee hoon, soto",all,c731fae791530998701c2e08b5346082,"['Bee hoon, soto', 'bee hoon']"
../foodsg-233\bee hoon\QBOXLAKSXC1MHPIKTS6YUQA5.jpg,bee hoon,all,c731fae791530998701c2e08b5346082,"['Bee hoon, soto', 'bee hoon']"
../foodsg-233\Mee goreng\475SOV23HSD1QPZRR64RHB1O.jpg,Mee goreng,all,c7a0280ec9896c5aaf8d9f572ff9f63d,"['Mee goreng', 'Wanton mee, dry']"
"../foodsg-233\Wanton mee, dry\L09QBLLTOIGGBM40A2NK5W52.jpg","Wanton mee, dry",all,c7a0280ec9896c5aaf8d9f572ff9f63d,"['Mee goreng', 'Wanton mee, dry']"
../foodsg-233\Prawn Noodle\9WI76T1J5EDEJJRLTG0MT0MX.jpg,Prawn Noodle,all,c814abd52e03d1ca9feab6567b37225e,"['Prawn Noodle', 'Dumpling noodle soup']"
../foodsg-233\Dumpling noodle soup\IZCWE7GW1VKM6TI2HRZNLY18.jpg,Dumpling noodle soup,all,c814abd52e03d1ca9feab6567b37225e,"['Prawn Noodle', 'Dumpling noodle soup']"
../foodsg-233\Mee rebus\IRKLF4MC6GJWRK4PNYCRUDUC.jpg,Mee rebus,all,c82c60bc433cb639a60f2f7769754753,"['Mee rebus', 'Mee bandung']"
../foodsg-233\Mee bandung\PSQE1ODJHGW5G7LX85JHET8D.jpg,Mee bandung,all,c82c60bc433cb639a60f2f7769754753,"['Mee rebus', 'Mee bandung']"
../foodsg-233\Mee bandung\BZ9LXN0UW38Y95XH59C933HV.jpg,Mee bandung,all,c894390a894858273fdbe96c01ec5926,"['Mee bandung', 'Mee rebus', 'Mee soto']"
../foodsg-233\Mee rebus\WX28BJ5Z0A609PHTQZPBK9BC.jpg,Mee rebus,all,c894390a894858273fdbe96c01ec5926,"['Mee bandung', 'Mee rebus', 'Mee soto']"
../foodsg-233\Mee soto\1DREQYTGZMJEQ1JXFM8QR1S1.jpg,Mee soto,all,c894390a894858273fdbe96c01ec5926,"['Mee bandung', 'Mee rebus', 'Mee soto']"
../foodsg-233\chai tow kuay\IALCFE9LAHGYKQO6QTBRVSAF.jpg,chai tow kuay,all,c898bdb3ed34ec9ed0f209cd359ae3cc,"['chai tow kuay', 'rojak']"
../foodsg-233\rojak\PPR3GXZFJUYEPB7PGGG60T20.jpg,rojak,all,c898bdb3ed34ec9ed0f209cd359ae3cc,"['chai tow kuay', 'rojak']"
"../foodsg-233\Bee hoon, soto\PM15AAD22JRFJ4B3AOS55QJ5.jpg","Bee hoon, soto",all,c8af7cae666c64505f9b1e0d6b9c5c46,"['Bee hoon, soto', 'Soto ayam']"
../foodsg-233\Soto ayam\MVMSTE46R8H9ZSZ6CYXS2QPB.jpg,Soto ayam,all,c8af7cae666c64505f9b1e0d6b9c5c46,"['Bee hoon, soto', 'Soto ayam']"
../foodsg-233\Mee kuah\Y33ERA46VMJTST1Z1FUJE0CS.jpg,Mee kuah,all,c8b92b1bbb7f6b30fc653287dd6b6fc9,"['Mee kuah', 'Mee bandung']"
../foodsg-233\Mee bandung\215641IBEJHCWXHI73BUW05M.jpg,Mee bandung,all,c8b92b1bbb7f6b30fc653287dd6b6fc9,"['Mee kuah', 'Mee bandung']"
../foodsg-233\Lontong with sayur lodeh\SMT6N68XXQAVHW6EE53U8QAQ.jpg,Lontong with sayur lodeh,all,c8bf56b93b26b7cc5f649633d90c5128,"['Lontong with sayur lodeh', 'lontong']"
../foodsg-233\lontong\HJHHF39D24UQ1LK97YZKV4ZD.jpg,lontong,all,c8bf56b93b26b7cc5f649633d90c5128,"['Lontong with sayur lodeh', 'lontong']"
../foodsg-233\bee hoon\RHRAGNYL3HQH6N9JNQ1ZR79M.jpg,bee hoon,all,c9065582a932203454fe9fba7cfdb6f8,"['bee hoon', 'Mee siam, fried']"
"../foodsg-233\Mee siam, fried\URM7IS5UA84IGF0PI77KI742.jpg","Mee siam, fried",all,c9065582a932203454fe9fba7cfdb6f8,"['bee hoon', 'Mee siam, fried']"
../foodsg-233\Nasi Ambeng\XG3AK2UL5PPSFM0M12674EZ8.jpg,Nasi Ambeng,all,c90e58fd7b27bc5b2153c108b08cf518,"['Nasi Ambeng', 'tumpeng']"
../foodsg-233\tumpeng\SFZWFAH4KM8PT1TEO1OLYIW1.jpg,tumpeng,all,c90e58fd7b27bc5b2153c108b08cf518,"['Nasi Ambeng', 'tumpeng']"
../foodsg-233\whole grain bread\LAX2VZNTZJ1PFAGLDI32D0AV.jpg,whole grain bread,all,c91609eee17763b7c5c9bcc48112cb38,"['whole grain bread', 'whole wheat']"
../foodsg-233\whole wheat\W9UZI4ALY7Z0667UEG9FUNO8.jpg,whole wheat,all,c91609eee17763b7c5c9bcc48112cb38,"['whole grain bread', 'whole wheat']"
../foodsg-233\oyster omelette\F0QDNSPEHTFROLUBDXGXE0TG.jpg,oyster omelette,all,c96dbba4c8dc03f9308aa4a08019f3f2,"['oyster omelette', 'chai tow kuay']"
../foodsg-233\chai tow kuay\FCE1VDSPYB0WSFO3DGLLJYMT.jpg,chai tow kuay,all,c96dbba4c8dc03f9308aa4a08019f3f2,"['oyster omelette', 'chai tow kuay']"
