path,label,split,flag_type,priority
"../foodsg-233\Rice, with dakgalbi\89YJNV3YTU3UD0RUN3V3W07S.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\8AEPEP1HE1PN1JXJ5I5Z9IWE.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\8NPKYIQI0IVBS3GRHECJ3E88.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\8P19MG9STF6B4GXR0206N5RJ.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\8PE57XQEX8OFSS9U8TF1QDGE.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\8VTTJ2G0PZMSG48XBFRNL74H.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\8X6L6WZ3XUWC5M4GDXA5FN29.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\900YIE8BXRG9QQA6UZMHDUIC.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\903IHA6TJ2A674CLB4MLLV67.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\92YWOCLELDBHCM1IKN70GMV6.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\948EGZ5OJEJQ2HGQRLBIQNIQ.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\97FY59PX6LYSSQK9CU25GBOV.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\9BV3M31JVD6J4WUG6T6M1G7O.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\9H3VG1PZ73NNSNKEKCHNTZQ6.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\9J4GUU61P9C875MYJFILRLIF.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\9SQLE9ZMGME0DTDHPWXYM3BD.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\9T1N8UE6CO8ZJK6H7R9XZCTW.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\9T3VKC1WWRQR93X0SYH7KNTF.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\9VQFMHVNNMYRPX5QJR55RXI9.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\AA0PAFXRZ6LZU5KIAZJ7TJQA.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\AI2PXCSD007SJUV7EOOCPBK1.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\AOG6MWU974TSEXASWCF2L85J.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\APGYMHIWQW68VSHMQE483VWJ.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\AS3N602BG2L6UCCEM63Q7I60.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\AU0NFM1H9LUUG43Z24TOTG4Y.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\AWO0E9BZBVDU3L4R0SSLDAEJ.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\B2YYLF455ACA5LMQZLUYFO2K.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\B36NK8DIJLWTDFMOAMIDR90H.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\B3OIRXYATGMU3EOUB048A6N3.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\B6HN5A6ECNE2GTZ2HDABFQ1K.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\B8O5AFZQHNPIJ6UNYJ2X3J96.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\BFYU0ZYHF7C2VYY48YFB1GGL.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\BJ6SHSDV0TAIC6XDFWMY10GA.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\BQ0CL2Y66NFK24BA8ITNQZ0M.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\C6J0H52NH060Z2PNJMI24P44.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\D2QUWWSJT9E5QMEEGZ7OPFU4.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\D6JYJPSFTGX5NLAMDIQGMVKA.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\DC2H3AZOYBHRQUNZYVDC2RDX.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\DMQIVW7YXKCFLUNDN9HM5SEV.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\DODWNXM1YJOQZYR7NOGIMVYW.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\DP6CS9VDVILB4PH3VN1LM2B7.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\E41ELOHL6IIQQ6ZL7WTWE0AD.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\E6MUWVWE9AFQ5MKPFEVX0HBV.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\E9QALGYNJRZDUL7TUJ2FC0YE.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\EHCSD0ADJK37S890DZHUW0P5.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\EM94LQUR5ZM7RPO9YLTFMH3Q.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\EMHGOF1E44GS6IJWBUTWE319.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\EVBCMK456QKF2PXDKCYJOOTP.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\EYKJMBPTQMAS5JL572ZVT76F.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\F6FSHV2J4YPP5R5300UURBE8.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\F7RSX4LLCCPFXPJBKTK1BA6Y.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\F86IZDCT7SBJONFOE208HYFQ.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\FDWNGS1R5L5UFM8M2637Y2O2.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\FKZ9CXVPLV5MJRM61JDS28F5.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\FNYLH7VQ84LHSJGG0D03NELL.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\FQUU431NFP89S2EP194J336G.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\FSH1TIWKN4BCL0W126G570QJ.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\G9SCIGVOOX6VVTMFXZ6TE396.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\GDZJJTO1VZMAVXVHWXYESX9D.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\GE1BT8II4FXEGD6Y15UAHV2U.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\GEXD34JMVPV9F3ME34LLVMVD.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\GSL327Z5UI0DLFV3QR01NGO9.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\GSXLPKIRPBLZLG31JRGQ8LA8.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\GUCHRWDATDJEERRKFUF8KVU9.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\H3SFAEQZDMW84OZ1JZFJ38RJ.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\H7J31NUEK8IEYX1MZBHZZIJM.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\H8AY49DRY0TWDFAATI1J9WRZ.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\H8HAS5BTXR2IY5WKQ9UTPGDW.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\HFH8H0Y5Q0TJ1CWEN11L5HGZ.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\HKBSIQCKEYVWELLURY353ODB.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\HOL4CGUGDX2YROZOX8OIID6F.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\HQKSL2OVO25PFO1YIC7QVT5N.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\HX46LM6TMOSRWF9JRC9NC9PG.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\I49A3WBDKNLLUVCF8D57ES2H.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\I8DM2W9ISEKP2VG0NZNFT26V.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\IB9PR8HVXA3J96IP7M4Q4EO7.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\IBRW3Q8OV5384OLNAKHU31BG.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\IF128KGMYX0Z0LVHZ5GU0BE5.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\IJ0ONWYUPGDZ91BM0LWERJSU.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\IPZ11SPJQRFJSE5OPHCABGJT.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\IUNBV54M2GC07IESY5IP8PNO.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\J80ZT4JKPSK06LLMIWFDK5E5.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\J8AT9J3GXBVNXJOQXRVM83KF.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\JAHLSE3HCJPDPT1UHHRD1ZU9.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\JF42Q5ET8QWF6VUV5KVQRNOU.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\JFRAFYRJ9Y1XBVYM0V5856N8.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\JJ873NFK2CCYDAR5GF946SOK.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\JM8AFOC6275UJ3V9Q4TROMF2.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\JOKLPG3FCWGFWIOD6XTAI1S7.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\JPSYV3LVA5DV0F4CSF3MT0O3.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\JTICS7W1ADOT8OP5DR9MJ9BZ.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\JVZF378XXN8W4D06IX2OCLSB.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\K4A10JYM2I46DS3JLU91BHE1.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\K4YEW264ILZ0JCCXMZSUQESL.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\KDS4XZ207U3MFM1MRD3ZC3Z6.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\KFF5IAWOJIL6275UAZUOECWD.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\KLQE0OSNKKV7R2CWCDQYQ9ES.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\KWIWQBA94EBYXHZ8M9816857.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\KZQEGHMAQB7QDHBX1JCVUYTW.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\LCPQP61G1TS308RMSZAS453C.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\LDUHV138T7LHTCPE1OPHZCOS.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\LFELNUH6SWXUMAUUYQIT9TQH.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\LL5GQIOP6SNYEZ7KTVINTHCU.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\LMYF29I373EC5HMXSJ02C184.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\LR2O1LDUQJQJ95CNAL9Q5OQA.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\M4AT1S2DIM4O6WIB9NCGJREQ.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\M6PJS9UMWBBPUS424FBI0UE8.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\M6UZ2X5RBI0XHNULKDKVHQ83.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\MFO1V8FANFEF6HXBWCUURYKE.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\MJC49CUJFW3PWUCLO8IKKEG1.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\MPEAWEMLDRMBTCE9YQTXNI7U.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\MUYBEDO318PY4HUS0KPDJU40.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\N5DKSM0DRFMGWHWRMED695KM.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\N9NQ61356J7ELF41M6J8VMPY.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\NARVYJ37U96BB1ZWQSJRHM3N.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\NATQY6Y8XRFMPIWRRTYT0UNE.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\NN6LV93JYE7IJ8X4ZE3Z7RLN.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\OA94A9S1W9GEHULJ8RWVC4S3.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\OAFXMEHKOXGCC6FZ7JKGCMDX.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\OCQVIE9LYKLD3YBRTQWT37JO.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\OFG2KN5CGW6RCYJB66DXVEY1.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\OGA18BFHLD729WVVQTZDGWIA.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\OLQZ2D9VXVIYFML8HDK9EKA7.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\ONCQBLGM7P0NOICCFU9N97HC.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\OR5ZRB8XD6DY4FOD545VA99J.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\ORY10WGSIM5CFGO00V1474XD.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\P1D18G05RNDSIUGE3LEPWQSQ.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\P41SBLD44OUYCZZAHFEURBGH.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\PF8WQT757EPSUMGMYXWARO1Z.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\PFUJ8H6CU0U8O4LGCY0YO8QZ.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\PJBAB1QP99REOCZNCULQJOCF.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\PKQIRRSOQWNUW0OZZ298QDCC.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\PONO8ZNYUFIMLWDXUFFTSLUT.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\PPR1LZIDQF7KUN343SWPHOPA.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\PT1ART3UZXAYRNJKB43PJNRM.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\PTFNT1NRP8533BMG9XRIKRNR.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\Q8A82BJQ8N5CRG2QIWY6OKC0.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\Q8E5QVS733OYRVDGKRKX54NK.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\Q8JJV8URPN0SAE7GV7XZCEG5.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\Q911437T09EWAMQQ4Q25B70E.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\QS309R9WE83513LENNYISS5T.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\R4AGRDDLL63S17BRUVMHU8V1.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\R5H5LA0MRH5YG4LOYOJ6CKLR.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\RCPPQ8Y60MDF2XV805WQ383X.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\RNZHFIXBG497VHW06NZYK41V.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\RWI2EHHUPI0AOLNF61BAA4IA.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\S8BKYXR1U2716X79Q7COQEUD.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\SB4GNXYRG1Y4UNRN7CMWA1M6.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\SG7CD1DFJF94M20UK74FHFZ4.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\SGT4RAE7SDY8OHX4Z40QE1IN.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\SH9OT409MOPFG71DW3P7IKOW.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\SILFYIU3T3LVBVJKRXICRCV6.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\SJ6E7L7HDSTLRM6HQVTMX796.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\SJAE5IHG38CUM8011OC7NARP.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\STAI387P95LN2BYS2ZY76FZS.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\SX1DTOKTKQ6TBV8H7JT2DMAV.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\T5Q8HNFUYL4F81A1L0N21E1Z.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\T60HWGRGV4P0YSDSE766RCS0.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\T7JPZPUG775313II6L1FRPK3.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\TBC5D98YPOVSKY4CLLEEHG1L.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\TGI2T7UPLBWCD5396L64SV3C.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\TJI9ZVAETTQSX1YAR4R1B1AZ.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\TNWG8S8DKE6J7ECO4NI8WT8Q.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\TQWMNW3Z75G6Q2QWQNLUP2JT.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\TUXSOEHW489ZN6208F0FDJPS.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\TVY4U62MY0B5V5ZW0C2N4D5P.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\TXSXYFOX6YQNF0AD79HFV3FD.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\U1934JUYG8V7192EIJLE89VK.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\U7WWNJ63KGOBWEJKXUO1WNAC.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\U8E8OXJVN8TYKNECZAGM9T2Z.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\UBNJJPRZ982IDAKZXVS4KKZQ.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\UGIYT2ZTK2O4I12CZHFUY272.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\UGU1M615U04KAPKC01JAA0WI.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\UIL70MHJRTULJ0539V3FZ36X.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\UKF1NLWCCQHBI5DJSQO9Y0KE.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\UQPAMYX0WY34GOK8QJ682QSJ.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\URP1YSUFOTKZLA7EVNFZC92M.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\USF11FXI4TF4EDKU2HOBSGAQ.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\UXF1DXJN0ZNEH10NMP80TIMP.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\V7ODH0NMI3VYX0QY59T8CBZO.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\V7YO8C9L1H6CFASAE2DK5GND.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\VBZN3TP3BJ1K0HXCZFRHG0BJ.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\VQ2K4S3YSUCDP5X1CPKRWDH1.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\W2RDF6TCVYTIEX1YLYARPMWE.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\W8FVGRWLYLXY52IZV3YGZ9MI.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\WA2L8U9HHN6NOKE7GIU3FR9O.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
"../foodsg-233\Rice, with dakgalbi\WD161LC9W748N6DVG5GTBKFI.jpg","Rice, with dakgalbi",all,finetuned_model,HIGH
